parl_id,Party,State,Office,House,Cabinet,Level,Start,Finish,Ministry_ID,Ministry_Name
"""DZU""",ALP,SA,Minister for the Status of Women,HR,,Outer,2010-09-14,2011-12-14,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""DZU""",ALP,SA,Minister for Early Childhood and Childcare,HR,,Outer,2011-12-14,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""DZU""",ALP,SA,Minister for Employment Participation,HR,,Outer,2011-12-14,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""I0O""",ALP,VIC,Parliamentary Secretary for Defence,Senate,,ParlSec,2010-09-14,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""8W5""",ALP,WA,Minister for Resources and Energy,HR,Yes,Inner,2013-03-25,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""8W5""",ALP,WA,Minister for Small Business,HR,Yes,Inner,2013-03-25,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""8W5""",ALP,WA,Minister for Tourism,HR,Yes,Inner,2013-03-25,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""8W5""",ALP,WA,Special Minister of State for the Public Service and Integrity,HR,,Outer,2010-09-14,2011-12-14,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""8W5""",ALP,WA,Minister for the Public Service and Integrity,HR,,Outer,2011-12-14,2013-03-25,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""8W5""",ALP,WA,Special Minister of State,HR,,Outer,2010-09-14,2013-03-25,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""00AMR""",ALP,VIC,"Minister for Regional Services, Local Communities and Territories",HR,,Outer,2013-03-25,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""00AMR""",ALP,VIC,Minister for Road Safety,HR,,Outer,2013-03-25,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""00AMR""",ALP,VIC,Parliamentary Secretary for Health and Ageing,HR,,ParlSec,2010-09-14,2013-03-25,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""00AMR""",ALP,VIC,Parliamentary Secretary for Infrastructure and Transport,HR,,ParlSec,2010-09-14,2013-03-25,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""BU8""",ALP,ACT,Parliamentary Secretary to the Prime Minister,HR,,ParlSec,2013-03-25,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""84N""",ALP,QLD,Manager of Government Business in the Senate,Senate,,Outer,2010-09-14,2011-12-14,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""84N""",ALP,QLD,Minister Assisting the Attorney-General on Queensland Floods Recovery,Senate,Yes,Inner,2011-01-26,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""84N""",ALP,QLD,"Minister for Agriculture, Fisheries and Forestry",Senate,Yes,Inner,2010-09-14,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""PG6""",ALP,VIC,"Minister for Families, Housing, Community Services and Indigenous Affairs",HR ,Yes,Inner,2010-09-14,2011-12-14,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""PG6""",ALP,VIC,Minister for Disability Reform,HR ,Yes,Inner,2011-12-14,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""PG6""",ALP,VIC,"Minister for Families, Community Services and Indigenous Affairs",HR ,Yes,Inner,2011-12-14,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""HWQ""",ALP,VIC,Parliamentary Secretary for Foreign Affairs,HR,,ParlSec,2012-03-05,2013-03-22,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""HWQ""",ALP,VIC,Parliamentary Secretary for Pacific Island Affairs,HR,,ParlSec,2010-09-14,2013-03-22,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""84L""",ALP,QLD,Minister for Human Services,Senate,,Outer,2013-03-25,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""84L""",ALP,QLD,Parliamentary Secretary to the Prime Minister,Senate,,ParlSec,2012-03-05,2013-03-25,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""84L""",ALP,QLD,Parliamentary Secretary for Disabilities and Carers,Senate,,ParlSec,2010-09-14,2013-03-25,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""HVO""",ALP,QLD,Parliamentary Secretary for Health and Ageing,HR,,ParlSec,2013-03-25,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""HVO""",ALP,QLD,Parliamentary Secretary to the Attorney-General,HR,,ParlSec,2013-03-25,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""00AN3""",ALP,VIC,Minister Assisting for School Education,HR,,Outer,2011-12-14,2012-03-05,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""00AN3""",ALP,VIC,Minister for Human Services,HR,,Outer,2011-12-14,2012-03-05,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""00AN3""",ALP,VIC,Minister for Immigration and Citizenship,HR,Yes,Inner,2013-02-04,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""00AN3""",ALP,VIC,Minister for Homelessness,HR,Yes,Inner,2012-03-05,2013-02-04,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""00AN3""",ALP,VIC,Minister for Housing,HR,Yes,Inner,2012-03-05,2013-02-04,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""00AN3""",ALP,VIC,Minister for Small Business,HR,Yes,Inner,2012-03-05,2013-02-04,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""00AN3""",ALP,VIC,Minister for Home Affairs,HR,,Outer,2010-09-14,2011-12-14,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""00AN3""",ALP,VIC,Minister for Justice,HR,,Outer,2010-09-14,2011-12-14,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""00AN3""",ALP,VIC,Minister for Privacy and Freedom of Information,HR,,Outer,2010-09-14,2011-12-14,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""HWR""",ALP,WA,Parliamentary Secretary for Homelessness and Social Housing,HR,,ParlSec,2013-02-04,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""HWR""",ALP,WA,Parliamentary Secretary for Mental Health,HR,,ParlSec,2013-02-04,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""83M""",ALP,NSW,Minister for Human Services,HR,,Outer,2010-09-14,2011-12-14,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""83M""",ALP,NSW,Minister for Social Inclusion,HR,,Outer,2010-09-14,2011-12-14,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""83M""",ALP,NSW,Minister for Health,HR,Yes,Inner,2011-12-14,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""83E""",ALP,QLD,Parliamentary Secretary for Small Business,HR,,ParlSec,2013-03-25,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""83E""",ALP,QLD,Parliamentary Secretary to the Treasurer,HR,,ParlSec,2012-03-05,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""HWA""",ALP,SA,Parliamentary Secretary for Disabilities and Carers,HR,,ParlSec,2013-03-25,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""HWA""",ALP,SA,Parliamentary Secretary for Sustainability and Urban Water,HR,,ParlSec,2013-03-25,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""00ATG""",ALP,VIC,Assistant Treasurer,HR,,Outer,2010-09-14,2011-12-14,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""00ATG""",ALP,VIC,Minister for Employment and Workplace Relations,HR,Yes,Inner,2011-12-14,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""00ATG""",ALP,VIC,Minister for Financial Services and Superannuation,HR,Yes 14/12/11+,Inner,2010-09-14,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""IJ4""",ALP,NT,Minister Assisting the Prime Minister on the Centenary of ANZAC,HR,,Outer,2011-03-03,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""IJ4""",ALP,NT,Minister for Defence Science and Personnel,HR,,Outer,2010-09-14,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""IJ4""",ALP,NT,Minister for Indigenous Health ,HR,,Outer,2010-09-14,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""IJ4""",ALP,NT,Minister for Veterans' Affairs,HR,,Outer,2010-09-14,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""2V5""",ALP,QLD,Deputy Prime Minister,HR,Yes,Inner,2010-09-14,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""2V5""",ALP,QLD,Treasurer,HR,Yes,Inner,2010-09-14,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""182468""",ALP,NSW,Parliamentary Secretary for Multicultural Affairs,Senate,,ParlSec,2013-03-25,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""182468""",ALP,NSW,Parliamentary Secretary for Pacific Island Affairs,Senate,,ParlSec,2013-03-25,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""UK6""",ALP,VIC,Parliamentary Secretary for Trade,HR,,ParlSec,2013-02-04,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""00AOU""",ALP,SA,Leader of the Government in the Senate,Senate,Yes,Inner,2013-06-26,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""00AOU""",ALP,SA,Deputy Leader of the Government in the Senate,Senate,Yes,Inner,2013-02-04,2013-06-26,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""00AOU""",ALP,SA,Minister for Finance and Deregulation,Senate,Yes,Inner,2010-09-14,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""7G6""",ALP,ACT,Parliamentary Secretary for Immigration and Citizenship,Senate,,ParlSec,2010-09-14,2011-02-16,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""7G6""",ALP,ACT,Parliamentary Secretary for Immigration and Multicultural Affairs,Senate,,ParlSec,2011-02-16,2012-03-05,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""7G6""",ALP,ACT,Minister Assisting for Industry and Innovation,Senate,,Outer,2012-03-05,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""7G6""",ALP,ACT,Minister for Multicultural Affairs,Senate,,Outer,2012-03-05,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""7G6""",ALP,ACT,Minister for Sport,Senate,,Outer,2012-03-05,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""7G6""",ALP,ACT,Parliamentary Secretary to the Prime Minister,Senate,,ParlSec,2010-09-14,2012-03-05,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""I0N""",ALP,SA,Minister Assisting for Tourism,Senate,,Outer,2013-03-25,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""I0N""",ALP,SA,Minister for Science and Research,Senate,,Outer,2013-03-25,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""I0N""",ALP,SA,Parliamentary Secretary for Sustainability and Urban Water,Senate,,ParlSec,2010-09-14,2013-03-25,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""83T""",ALP,QLD,Minister for Foreign Affairs,HR,Yes,Inner,2010-09-14,2012-02-26,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""WX4""",ALP,NSW,Minister for Foreign Affairs,Senate,Yes,Inner,2012-03-13,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""HVW""",ALP,NSW,Assistant Treasurer,HR,,Outer,2012-03-05,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""HVW""",ALP,NSW,Minister Assisting for Deregulation,HR,,Outer,2012-03-05,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""HVW""",ALP,NSW,Parliamentary Secretary to the Treasurer,HR,,ParlSec,2010-09-14,2012-03-05,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""HVN""",ALP,QLD,Parliamentary Secretary for Climate Change and Energy Efficiency,HR,,ParlSec,2013-02-04,2013-03-25,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""HVN""",ALP,QLD,"Parliamentary Secretary for Climate Change, Industry and Innovation",HR,,ParlSec,2013-03-25,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""HRI""",ALP,NSW,Minister for Defence Materiel,HR,,Outer,2013-02-04,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""HRI""",ALP,NSW,Parliamentary Secretary for Defence,HR,,ParlSec,2011-12-14,2013-02-04,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""HRI""",ALP,NSW,"Parliamentary Secretary for Agriculture, Fisheries and Forestry",HR,,ParlSec,2010-09-14,2011-12-14,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""849""",ALP,TAS,"Parliamentary Secretary for Agriculture, Fisheries and Forestry",HR,,ParlSec,2011-12-14,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""YW6""",ALP,NSW,"Minister for Climate Change, Industry and Innovation",HR,Yes,Inner,2013-03-25,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""YW6""",ALP,NSW,Minister for Industry and Innovation,HR,Yes,Inner,2011-12-14,2013-03-25,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""YW6""",ALP,NSW,Minister for Climate Change and Energy Efficiency,HR,Yes,Inner,2010-09-14,2013-03-25,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""DT4""",ALP,VIC,"Minister for Regional Australia, Regional Development and Local Government",HR,Yes,Inner,2010-09-14,2013-03-21,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""DT4""",ALP,VIC,Minister for the Arts,HR,Yes,Inner,2010-09-14,2013-03-21,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""83V""",ALP,QLD,"Minister for Tertiary Education, Skills, Science and Research",HR,Yes,Inner,2013-03-25,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""83V""",ALP,QLD,Minister Assisting the Prime Minister on Asian Century Policy,HR,Yes,Inner,2012-10-28,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""83V""",ALP,QLD,Minister for Trade and Competitiveness,HR,Yes,Inner,2012-03-05,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""83V""",ALP,QLD,Minister for Trade,HR,Yes,Inner,2010-09-14,2012-03-05,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""LS4""",ALP,VIC,Minister for Resources and Energy,HR,Yes,Inner,2010-09-14,2013-03-25,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""LS4""",ALP,VIC,Minister for Tourism,HR,Yes,Inner,2010-09-14,2013-03-25,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""HV4""",ALP,NSW,"Minister for School Education, Early Childhood and Youth",HR,Yes,Inner,2010-09-14,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""83L""",ALP,VIC,Prime Minister,HR,Yes,Inner,2010-09-14,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""JK6""",ALP,NSW,Minister for Emergency Management,HR,,Outer,2011-12-14,2012-03-05,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""JK6""",ALP,NSW,Minister for Homelessness,HR,,Outer,2011-12-14,2012-03-05,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""JK6""",ALP,NSW,Minister for Housing,HR,,Outer,2011-12-14,2012-03-05,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""JK6""",ALP,NSW,Attorney-General,HR,Yes,Inner,2010-09-14,2011-12-14,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""JK6""",ALP,NSW,Vice-President of the Executive Council,HR,Yes,Inner,2010-09-14,2012-03-05,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""83K""",ALP,VIC,Minister for Emergency Management,HR,Yes,Inner,2012-03-05,2013-02-04,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""83K""",ALP,VIC,Attorney-General,HR,Yes,Inner,2011-12-14,2013-02-04,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""83K""",ALP,VIC,Minister for Health and Ageing,HR,Yes,Inner,2010-09-14,2011-12-14,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""5V5""",ALP,WA,Deputy Leader of the House,HR,Yes,Inner,2010-09-14,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""5V5""",ALP,WA,Minister for Defence,HR,Yes,Inner,2010-09-14,2013-06-27,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""AX5""",ALP,WA,"Minister for Tertiary Education, Skills, Science and Research",Senate,Yes,Inner,2011-12-14,2013-02-04,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""AX5""",ALP,WA,"Minister for Tertiary Education, Skills, Jobs and Workplace Relations",Senate,Yes,Inner,2010-09-14,2011-12-14,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""AX5""",ALP,WA,Leader of the Government in the Senate,Senate,Yes,Inner,2010-09-14,2013-02-04,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""ZW4""",ALP,TAS,Minister Assisting on Deregulation,Senate,,Outer,2010-09-14,2011-01-26,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""ZW4""",ALP,TAS,Minister Assisting on Deregulation and Public Sector Superannuation,Senate,,Outer,2011-01-26,2011-12-14,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""ZW4""",ALP,TAS,Minister Assisting the Minister for Tourism,Senate,,Outer,2010-09-14,2011-12-14,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""ZW4""",ALP,TAS,Minister for Small Business,Senate,,Outer,2010-09-14,2011-12-14,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""HES""",ALP,NSW,Assistant Treasurer,Senate,,Outer,2011-12-14,2012-03-05,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""HES""",ALP,NSW,Manager of Government Business in the Senate,Senate,,Outer,2011-12-14,2012-03-05,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""HES""",ALP,NSW,Minister for Small Business,Senate,,Outer,2011-12-14,2012-03-05,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""HES""",ALP,NSW,Minister for Indigenous Employment and Economic Development,Senate,,Outer,2010-09-14,2011-12-14,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""HES""",ALP,NSW,Minister for Social Housing and Homelessness,Senate,,Outer,2010-09-14,2011-12-14,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""HES""",ALP,NSW,Minister for Sport,Senate,,Outer,2010-09-14,2012-03-05,M0063,"63. Gillard (ALP), 14 Sep 2010-27 Jun 2013"
"""R36""",ALP,NSW,Deputy Prime Minister,HR,Yes,Inner,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""R36""",ALP,NSW,Minister for Infrastructure and Transport,HR,Yes,Inner,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""R36""",ALP,NSW,Leader of the House,HR,Yes,Inner,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""DZP""",ALP,NSW,Minister for Higher Education and Skills,HR,,Outer,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""DZS""",ALP,NSW,Treasurer,HR,Yes,Inner,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""DYW""",ALP,NSW,"Minister for Sustainability, Environment, Water, Population and Communities",HR,Yes,Inner,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""DYW""",ALP,NSW,Minister for the Arts,HR,Yes,Inner,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""DYW""",ALP,NSW,Vice-President of the Executive Council,HR,Yes,Inner,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""HWK""",ALP,SA,Minister Assisting the Prime Minister on Mental Health Reform,HR,Yes,Inner,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""HWK""",ALP,SA,Minister for Housing and Homelessness,HR,Yes,Inner,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""HWK""",ALP,SA,Minister for Mental Health and Ageing,HR,Yes,Inner,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""HWK""",ALP,SA,Minister for Social Inclusion,HR,Yes,Inner,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""HWL""",ALP,NSW,Cabinet Secretary,HR,Yes,Inner,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""HWL""",ALP,NSW,Minister for Home Affairs,HR,Yes,Inner,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""HWL""",ALP,NSW,Minister for Justice,HR,Yes,Inner,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""GB6""",ALP,VIC,Deputy Leader of the Government in the Senate,Senate,,Outer,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""GB6""",ALP,VIC,Manager of Government Business in the Senate,Senate,,Outer,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""GB6""",ALP,VIC,Parliamentary Secretary for School Education and Workplace Relations,Senate,,ParlSec,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""HWM""",ALP,NSW,Minister for Community Services,HR,,Outer,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""HWM""",ALP,NSW,Minister for Indigenous Employment and Economic Development,HR,,Outer,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""HWM""",ALP,NSW,Minister for the Status of Women,HR,,Outer,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""3L6""",ALP,VIC,Minister Assisting the Prime Minister on Digital Productivity,Senate,Yes,Inner,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""3L6""",ALP,VIC,"Minister for Broadband, Communications and the Digital Economy",Senate,Yes,Inner,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""WF6""",ALP,VIC,Parliamentary Secretary for the Arts,HR,,ParlSec,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""HWG""",ALP,VIC,Attorney-General,HR,Yes,Inner,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""HWG""",ALP,VIC,Minister for Emergency Management,HR,Yes,Inner,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""HWG""",ALP,VIC,Minister for the Public Service and Integrity,HR,Yes,Inner,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""HWG""",ALP,VIC,Special Minister of State,HR,Yes,Inner,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""DZU""",ALP,SA,Minister for Early Childhood and Childcare,HR,,Outer,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""DZU""",ALP,SA,Minister for Employment Participation,HR,,Outer,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""I0O""",ALP,VIC,Parliamentary Secretary for Defence,Senate,,ParlSec,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""8W5""",ALP,WA,Minister for Resources and Energy,HR,Yes,Inner,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""8W5""",ALP,WA,Minister for Small Business,HR,Yes,Inner,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""8W5""",ALP,WA,Minister for Tourism,HR,Yes,Inner,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""00AMR""",ALP,VIC,"Minister for Regional Services, Local Communities and Territories",HR,,Outer,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""00AMR""",ALP,VIC,Minister for Road Safety,HR,,Outer,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""BU8""",ALP,ACT,Parliamentary Secretary to the Prime Minister,HR,,ParlSec,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
"""84N""",ALP,QLD,Minister Assisting the Attorney-General on Queensland Floods Recovery,Senate,Yes,Inner,2013-06-27,2013-07-01,M0064,"64. Rudd (ALP), 27 Jun 2013-1 Jul 2013"
