phid,sen_id,rep_id,name,given_name,additional_name,bio.prefname,family_name,honorific_prefix,honorific_suffix,gender,=birth,place_of_birth,=death
K2Q,S0038,,Robert Reid,Robert,,Robert,Reid,,,Male,1842-10-17,"Leven, Fife, Scotland",1904-05-12
WI4,,H0736,Peter Reith,Peter,Keaston,Peter,Reith,the Hon.,,Male,1950-07-15,"Melbourne, VIC"
KYS,,H0509,Leonard Reynolds,Leonard,James,Leonard,Reynolds,,,Male,1923-11-19,"Harden, NSW",1980-07-14
250216,S0569,,Linda Reynolds,Linda,Karen,Linda,Reynolds,,,Female,1965-05-16,"Perth, WA"
XI4,S0374,,Margaret Reynolds,Margaret,,Margaret,Reynolds,The Hon.,,Female,1941-07-19,"Hobart, TAS"
CPR,S0541,,Lee Rhiannon,Lee,,Lee,Rhiannon,,,Female,1951-05-30,"Sydney, NSW"
155410,S0570,,Janet Rice,Janet,Elizabeth,Janet,Rice,,,Female,1960-11-18,"Altona, VIC"
4E4,S0375,,Graham Richardson,Graham,Frederick,Graham,Richardson,The Hon.,,Male,1949-09-27,"Kogarah, NSW"
E0B,,H1014,Kym Richardson,Kym,Charles,Kym,Richardson,,,Male,1958-03-16,"Adelaide, SA"
KYU,,H0686,Peter Richardson,Peter,Anthony,Peter,Richardson,Dr,,Male,1939-01-23,"East Perth, WA"
8G6,S0478,,Aden Ridgeway,Aden,Derek,Aden,Ridgeway,,,Male,1962-09-18,"Macksville, NSW"
K2N,S0253,,Clem Ridley,Clement,Frank,Clem,Ridley,,,Male,1909-03-13,"Kalgoorlie, WA ",1988-05-19
WT4,,H0842,John Riggall,John,Peter,John,Riggall,,,Male,1941-05-10,"Melbourne, VIC"
KYV,,H0135,Edward Riley,Edward,,Edward,Riley,,,Male,1859,"Glasgow, Scotland",1943-07-21
KYX,,H0233,Edward Riley,Edward,Charles,Edward,Riley,,,Male,1892-08-09,?,1969-06-09
KZ9,,H0321,Bill Riordan,William,James Frederick,Bill,Riordan,The Hon.,OBE,Male,1908-02-08,"Chillagoe, QLD",1973-01-15
KYZ,,H0274,David Riordan,David,,David,Riordan,,,Male,1886-07-23,"Mackay, QLD",1936-10-15
KZ7,,H0635,Joseph Riordan,Joseph,Martin,Joseph,Riordan,The Hon.,,Male,1930-02-27,"Sydney, NSW",2012-11-19
83E,,H0962,Bernie Ripoll,Bernard,Fernand,Bernie,Ripoll,the Hon.,,Male,1966-01-06,"Pezenas, France"
HWA,,H1049,Amanda Rishworth,Amanda,Louise,Amanda,Rishworth,the Hon.,,Female,1978-07-10,"Adelaide, SA"
FU4,,H1015,Andrew Robb,Andrew,John,Andrew,Robb,the Hon.,AO,Male,1951-08-20,"Melbourne, VIC"
HWT,,H1050,Stuart Robert,Stuart,Rowland,Stuart,Robert,the Hon.,,Male,1970-12-11,"Cranbourne, VIC"
KZE,,H0440,Hugh Roberton,Hugh,Stevenson,Hugh,Roberton,The Hon.,,Male,1900-12-18,"Glasgow, Scotland",1987-03-13
KZG,,H0119,Ernest Roberts,Ernest,Alfred,Ernest,Roberts,the Hon. ,,Male,1868-02-21,"London, England",1913-12-02
K2S,S0214,,Agnes Robertson,Agnes,Robertson,Agnes,Robertson,,,Female,1882-07-31,"Adelaide, SA",1968-01-29
K2U,S0334,,Ted Robertson,Edward,Albert,Ted,Robertson,,,Male,1929-03-18,"Albany, WA",1991-01-05
K2X,S0132,,Albert Robinson,Albert,William,Albert,Robinson,,,Male,1877-05-20,"Lyndoch, SA",1943-05-25
KZH,,H0090,Arthur Robinson,Arthur,,Arthur,Robinson,the Hon. ,,Male,1872-04-23,"Melbourne, VIC",1945-05-17
K37,S0234,,Bill Robinson,William,Charles,Bill,Robinson,,,Male,1907-10-04,"Hertford, England",1981-01-21
KZL,,H0636,Eric Robinson,Eric,Laidlaw,Eric,Robinson,The Hon.,,Male,1929-01-18,"Brisbane, QLD",1981-01-07
YI4,,H0549,Ian Robinson,Ian,Louis,Ian,Robinson,The Hon.,,Male,1927-03-27,"Coraki, NSW"
ZI4,S0349,H0732,Allan Rocher,Allan,Charles,Allan,Rocher,,,Male,1936-02-16,"Deloraine, TAS"
KZT,,H0161,Arthur Rodgers,Arthur,Stanislaus,Arthur,Rodgers,The Hon.,,Male,1875-03-20,"Geelong, VIC",1936-10-04
KZV,,H0042,James Ronald,James,Black,James,Ronald,the Hon. ,,Male,1861-08-27,Scotland,1941-07-27
XT4,S0508,H0843,Michael Ronaldson,Michael,John Clyde,Michael,Ronaldson,the Hon.,,Male,1954-02-13,"Ballarat, VIC"
L08,,H0299,John Rosevear,John,Solomon,John,Rosevear,The Hon.,,Male,1892-04-04,"Sydney, NSW",1953-03-21
L0B,,H0275,Albert Rowe,Albert,Edward,Albert,Rowe,,,Male,1872,?,1955-08-16
K3B,S0089,,James Rowell,James,,James,Rowell,Colonel,CB,Male,1851-01-20,"Cottenham, England",1940-07-06
159771,,H1086,Michelle Rowland,Michelle,Anne,Michelle,Rowland,,,Female,1971-11-16,"Blacktown, NSW"
83K,,H0963,Nicola Roxon,Nicola,Louise,Nicola,Roxon,the Hon.,,Female,1967-04-01,"Sydney, NSW"
M2X,,H1087,Wyatt Roy,Wyatt,Beau,Wyatt,Roy,,,Male,1990-05-22,"Buderim, QLD"
83T,,H0964,Kevin Rudd,Kevin,Michael,Kevin,Rudd,the Hon.,,Male,1957-09-21,"Nambour, QLD"
0J4,,H0641,Philip Ruddock,Philip,Maxwell,Philip,Ruddock,the Hon.,,Male,1943-03-12,"Canberra, ACT"
L0D,,H0441,Charles Russell,Charles,Wilfred,Charles,Russell,,,Male,1907-04-24,"Manilla, NSW",1977-10-21
L0F,,H0367,Edgar Russell,Edgar,Hughes Degenaart,Edgar,Russell,,,Male,1890-10-24,"Booleroo Centre, SA",1963-03-31
K3E,S0055,,Edward Russell,Edward,John,Edward,Russell,The Hon.,,Male,1878-08-10,"Warnambool, VIC",1925-07-18
K3G,S0056,,William Russell,William,,William,Russell,,,Male,1842-10-20,"Glassford, Scotland",1912-06-28
243273,S0552,,Anne Ruston,Anne,Sowerby,Anne,Ruston,,,Female,1963-06-10,"Renmark, SA"
249224,,H1122,Joanne Ryan,Joanne,Catherine,Joanne,Ryan,,,Female,1961-07-29,"Werribee, VIC"
K3I,S0215,,John Ryan,John,Victor,John,Ryan,,,Male,1890-12-02,"Adelaide, SA",1974-10-13
L0G,,H0348,Rupert Ryan,Rupert,Sumner,Rupert,Ryan,,"CMG, DSO",Male,1884-05-06,"Melbourne, VIC",1952-08-26
I0Q,S0531,,Scott Ryan,Scott,Michael,Scott,Ryan,the Hon.,,Male,1973-05-12,"Brisbane, QLD"
GD5,S0335,,Susan Ryan,Susan,Maree,Susan,Ryan,the Hon.,AO,Female,1942-10-10,"Sydney, NSW"
L0H,,H0206,Thomas Ryan,Thomas,Joseph,Thomas,Ryan,,KC,Male,1876-07-01,"Boothapool, VIC",1921-08-01
L0I,,H0141,Granville Ryrie,Granville,De Laune,Granville,Ryrie,Major-General the Hon. (later Sir),"CB, KCMG, VD",Male,1865-07-01,"Michelago, NSW",1937-10-02
HVY,,H1051,Janelle Saffin,Janelle,Anne,Janelle,Saffin,,,Female,1954-11-01,"Ipswich, QLD"
L0J,,H0687,Murray Sainsbury,Murray,Evan,Murray,Sainsbury,,,Male,1940-09-14,"Wollongong, NSW"
L0K,,H0043,Carty Salmon,Charles,Carty,Carty,Salmon,the Hon. ,,Male,1860-07-29,"Amherst, VIC",1917-09-15
K3L,S0122,,Burford Sampson,Burford,,Burford,Sampson,,"DSO, VD",Male,1882-03-30,"Launceston, TAS",1959-06-05
L0P,,H0114,Sydney Sampson,Sydney,,Sydney,Sampson,,,Male,1863,"Creswick, VIC",1948-03-24
1J4,S0390,,Norm Sanders,Norman,Karl,Norm,Sanders,Dr,,Male,1932-10-15,"Cleveland, Ohio, USA"
K4S,S0200,,Charles Sandford,Charles,Walter,Charles,Sandford,,,Male,1895-09-11,"Creswick, VIC",1966-10-20
BOT,S0495,,Santo Santoro,Santo,,Santo,Santoro,The Hon.,,Male,1956-04-27,"Sicily, Italy"
K54,S0030,,Frederick Sargood,Sir,Frederick Thomas,Frederick,Sargood,Sir,KCMG,Male,1834-05-30,"Walworth, England",1903-01-02
K5B,S0039,,Henry Saunders,Henry,John,Henry,Saunders,,,Male,1855-02-16,"London, England",1919-10-13
2J4,,H0761,John Saunderson,John,,John,Saunderson,,,Male,1948-05-31,"Slough, England"
KPX,,H0044,William Sawers,William,Bowie Stewart Campbell,William,Sawers,,,Male,1844,"Stirling, Scotland",1916-05-19
3J4,,H0812,Rodney Sawford,Rodney,Weston,Rodney,Sawford,,,Male,1944-06-26,"Adelaide, SA"
K5F,S0057,,Robert Sayers,Robert,John,Robert,Sayers,,,Male,1845-01-27,"St Lawrence, Isle of Wight",1919-05-12
4J4,S0408,,Chris Schacht,Christopher,Cleland,Chris,Schacht,The Hon.,,Male,1946-12-06,"Melbourne, VIC"
5J4,,H0578,Gordon Scholes,Gordon,Glen Denton,Gordon,Scholes,The Hon.,AO,Male,1931-06-07,"Melbourne, VIC"
KQ8,,H0300,Thomas Scholfield,Thomas,Hallett,Thomas,Scholfield,,"MC, MM",Male,1894-05-09,"Talangatuk East, VIC",1964-06-25
83Q,,H0966,Alby Schultz,Albert,John,Alby,Schultz,,,Male,1939-05-29,"Melbourne, VIC",2015-07-14
6J4,,H0807,Concetto Sciacca,Concetto,Antonio,Concetto,Sciacca,the Hon.,,Male,1947-06-13,"Sicily, Italy"
YT4,,H0844,Bruce Scott,Bruce,Craig,Bruce,Scott,the Hon.,,Male,1943-10-20,"Roma, QLD"
K5H,S0296,,Douglas Scott,Douglas,Barr,Douglas,Scott,The Hon.,,Male,1920-05-12,"Adelaide, SA",2012-03-12
165476,,H1123,Fiona Scott,Fiona,Meryl,Fiona,Scott,,,Female,1977-03-01,"Penrith, NSW"
7J4,,H0726,John Scott,John,Lyden,John,Scott,,,Male,1934-03-31,"Hamilton, Scotland"
8J4,,H0814,Leslie Scott,Leslie,James,Leslie,Scott,,,Male,1947-10-18,"Nambour, QLD"
K5K,S0216,,Malcolm Scott,Malcolm,Fox,Malcolm,Scott,The Hon.,,Male,1910-05-11,"Bridgetown, WA",1989-06-01
F4Q,,H0136,James Scullin,James,Henry,James,Scullin,Rt. Hon.,,Male,1876-09-18,"Trawalla, VIC",1953-01-28
00AOM,S0484,,Nigel Scullion,Nigel,Gregory,Nigel,Scullion,the Hon.,,Male,1956-05-04,"London, England"
KQB,,H0323,William Scully,William,James,William,Scully,The Hon.,,Male,1890-02-01,"Sydney, NSW",1966-03-19
KQW,,H0234,Alfred Seabrook,Alfred,Charles,Alfred,Seabrook,,,Male,1867-04-05,"Hobart, TAS",1939-06-11
848,,H0967,Patrick Secker,Patrick,Damien,Patrick,Secker,,,Male,1956-06-06,"Happy Valley, SA"
K5R,S0076,,William Senior,William,,William,Senior,,,Male,1850-02-09,"Holmfirth, England",1926-11-22
QK6,,H0927,Bob Sercombe,Robert,Charles Grant,Bob,Sercombe,,,Male,1949-04-03,"Melbourne, VIC"
HZE,S0557,,Zed Seselja,Zdenko,Matthew,Zed,Seselja,,,Male,1977-03-27,"Canberra, ACT"
K5T,S0233,,Harrie Seward,Harrie,Stephen,Harrie,Seward,The Hon.,,Male,1884-02-26,"Rochester, VIC",1958-07-23
KQY,,H0510,Joe Sexton,Joseph,Clement Leonard,Joe,Sexton,,,Male,1905-11-24,"Strathalbyn, SA",1974-04-21
9J4,,H0706,Peter Shack,Peter,Donald,Peter,Shack,,,Male,1953-06-20,"Subiaco, WA"
K5V,S0068,,John Shannon,John,Wallace,John,Shannon,,,Male,1862-04-28,"Moculta, SA",1926-01-30
AJ4,,H0791,John Sharp,John,Randall,John,Sharp,The Hon.,,Male,1954-12-15,"Sydney, NSW"
KR8,,H0162,James Sharpe,James,Benjamin,James,Sharpe,,,Male,1868,"Kiama, NSW",1935-07-08
KRC,,H0550,George Shaw,George,William,George,Shaw,,,Male,1913-07-28,"Rockhampton, QLD",1966-01-09
K5X,S0173,,Jim Sheehan,James,Michael,Jim,Sheehan,,,Male,1885-07-24,"Castlemaine, VIC",1967-04-10
KRE,,H0329,Tom Sheehan,Thomas,,Tom,Sheehan,,,Male,1891-04-14,"Sydney, NSW",1955-03-26
KRI,,H0368,Thomas Sheehy,Thomas,Neil,Thomas,Sheehy,,,Male,1899-05-19,?,1984-09-23
BJ4,S0322,,Glen Sheil,Glenister,Fermoy,Glen,Sheil,Dr,,Male,1929-10-21,"Sydney, NSW",2008-09-29
K5Z,S0264,,Bob Sherrington,Robert,Duncan,Bob,Sherrington,,,Male,1902-01-21,"Maryborough, QLD",1966-03-16
ZW4,S0428,,Nick Sherry,Nicholas,John,Nick,Sherry,The Hon.,,Male,1955-11-19,"Kingston-on-Thames, England"
L8C,,H0609,Raymond Sherry,Raymond,Henry,Raymond,Sherry,,,Male,1924-10-03,"Sydney, NSW",1989-06-13
CJ4,,H0688,Roger Shipton,Roger,Francis,Roger,Shipton,,OAM,Male,1936-08-05,"Melbourne, VIC",1998-01-19
DJ4,S0385,H0689,Jim Short,James,Robert,Jim,Short,The Hon.,,Male,1936-12-07,"Shepparton, VIC"
9V8,,H0975,Leonie Short,Leonie,Marjorie,Leonie,Short,,,Female,1956-01-01,"Gresford, NSW"
00ATG,,H1052,Bill Shorten,William,Richard,Bill,Shorten,the Hon.,,Male,1967-05-12,"Melbourne, VIC"
EJ4,S0336,,Kerry Sibraa,Kerry,Walter,Kerry,Sibraa,The Hon.,,Male,1937-10-12,"Sydney, NSW"
EVL,S0368,,John Siddons,John,Royston,John,Siddons,,,Male,1927-10-05,"Melbourne, VIC"
849,,H0968,Peter Sidebottom,Peter,Sid,Peter,Sidebottom,the Hon.,,Male,1951-04-23,"Hobart, TAS"
E5Z,S0509,,Rachel Siewert,Rachel,Mary,Rachel,Siewert,,,Female,1961-11-04,"Sydney, NSW"
K69,S0268,,John Sim,John,Peter,John,Sim,,,Male,1917-01-21,"Colac, VIC"
K6B,S0217,,Wilfrid Simmonds,Wilfrid,Mylchreest,Wilfrid,Simmonds,,,Male,1889-12-19,"Cairns, QLD",1967-01-02
FJ4,,H0762,David Simmons,David,William,David,Simmons,The Hon.,,Male,1947-11-07,"Broken Hill, NSW"
KRM,,H0690,Barry Simon,Barry,Douglas,Barry,Simon,,,Male,1936-04-01,"Dandenong, VIC",2004-07-07
HWE,,H1053,Luke Simpkins,Luke,Xavier Linton,Luke,Simpkins,,,Male,1964-06-08,"Sydney, NSW"
KRN,,H0115,Hugh Sinclair,Hugh,,Hugh,Sinclair,,,Male,1864-06-06,"Camberwarra, NSW",1926-08-03
5E4,,H0551,Ian Sinclair,Ian,Mccahon,Ian,Sinclair,Rt. Hon.,AC,Male,1929-06-10,"Sydney, NSW"
M0R,S0542,,Lisa Singh,Lisa,Maria,Lisa,Singh,the Hon.,,Female,1972-02-20,"Hobart, TAS"
BV7,S0547,,Arthur Sinodinos,Arthur,,Arthur,Sinodinos,the Hon.,,Male,1957-02-25,"Newcastle, NSW"
KRQ,,H0045,Thomas Skene,Thomas,,Thomas,Skene,,,Male,1845-12-15,"Ballarat, VIC",1910-03-15
0V5,,H0792,Peter Slipper,Peter,Neil,Peter,Slipper,The Hon.,,Male,1950-02-14,"Ipswich, QLD"
KRT,,H0369,Albert Smith,Albert,Edward,Albert,Smith,,,Male,1881-01-02,"Kent, England",1965-02-05
KTT,,H0046,Arthur Smith,Arthur,Bruce,Arthur,Smith,The Hon.,,Male,1851-06-28,"Rotherhithe, England",1937-08-14
241710,S0549,,Dean Smith,Dean,Anthony,Dean,Smith,,,Male,1969-05-15,"Perth, WA"
K6D,S0031,,Miles Smith,Miles,Staniforth Cater,Miles,Smith,the Hon. ,,Male,1869-02-25,"Kingston, VIC",1934-01-14
JV5,,H0870,Silvia Smith,Silvia,Joy,Silvia,Smith,,,Female,1939-12-22,"Burnie, TAS"
5V5,,H0871,Stephen Smith,Stephen,Francis,Stephen,Smith,the Hon.,,Male,1955-12-12,"Narrogin, WA"
L2I,,H0047,Sydney Smith,Sydney,,Sydney,Smith,the Hon. ,,Male,1856-04-11,"Penrith, NSW",1934-02-21
SK6,,H0928,Tony Smith,Anthony,Charles,Tony,Smith,,,Male,1950-07-15,"Brisbane, QLD"
00APG,,H0992,Tony Smith,Anthony,David Hawthorn,Tony,Smith,the Hon.,,Male,1967-03-13,"Melbourne, VIC"
GJ4,,H0793,Warwick Smith,Warwick,Leslie,Warwick,Smith,the Hon.,,Male,1954-05-13,"Launceston, TAS"
KTU,,H0137,William Smith,William,Henry Laird,William,Smith,The Hon.,,Male,1869-09-15,"Westbury, TAS",1942-10-21
5B6,,H0884,Brendan Smyth,Brendan,Michael,Brendan,Smyth,,,Male,1959-07-27,"Sydney, NSW"
172770,,H1088,Laura Smyth,Laura,Mary,Laura,Smyth,,,Female,1976-11-12,"Belfast, Northern Ireland"
DQF,,H0487,Billy Snedden,Billy,Mackie,Billy,Snedden,Rt. Hon. (later Sir),"KCMG, QC",Male,1926-12-31,"Perth, WA",1987-06-27
HJ4,,H0763,James Snow,James,Henry,James,Snow,,,Male,1934-09-15,"Surrey Hills, VIC"
IJ4,,H0808,Warren Snowdon,Warren,Edward,Warren,Snowdon,the Hon.,,Male,1950-03-20,"Canberra, ACT"
KTV,,H0048,Elias Solomon,Elias,,Elias,Solomon,,,Male,1839-09-02,"London, England",1909-05-23
KU8,,H0610,Robert Solomon,Robert,John,Robert,Solomon,,,Male,1931-11-02,"Condobolin, NSW"
KU9,,H0074,Vaiben Solomon,Vaiben,Louis,Vaiben,Solomon,Rt. Hon. ,,Male,1853-05-13,"Adelaide, SA",1908-10-20
ZT4,,H0845,Alexander Somlyay,Alexander,Michael,Alexander,Somlyay,the Hon.,,Male,1946-01-18,"Budapest, Hungary"
TK6,,H0929,Andrew Southcott,Andrew,John,Andrew,Southcott,Dr,,Male,1967-10-15,"Adelaide, SA"
VC5,S0431,,Karin Sowada,Karin,Nicole,Karin,Sowada,,,Female,1961-11-01,"Sydney, NSW"
KUF,,H0049,William Spence,William,Guthrie,William,Spence,The Hon.,,Male,1846-08-07,"Eday, Scotland",1926-12-13
JJ4,,H0727,John Spender,John,Michael,John,Spender,,QC,Male,1935-12-02,"Sydney, NSW"
KUG,,H0330,Percy Spender,Percy,Claude,Percy,Spender,The Hon.,KC,Male,1897-10-05,"Sydney, NSW",1985-05-03
K6Z,S0175,,John Spicer,John,Armstrong,John,Spicer,The Hon.,QC,Male,1899-03-05,"Armadale, VIC",1978-01-03
0X4,S0429,,Sid Spindler,Siegfried,Emil,Sid,Spindler,,,Male,1932-07-09,"Lodz, Poland",2008-03-01
K7A,S0218,,Bill Spooner,William,Henry,Bill,Spooner,the Hon. (later Sir),"KCMG, MM",Male,1897-12-23,"Surry Hills, NSW",1966-07-14
KUN,,H0349,Eric Spooner,Eric,Sydney,Eric,Spooner,The Hon.,,Male,1891-03-02,"Sydney, NSW",1952-06-03
KUO,,H0334,Lancelot Spurr,Lancelot,Thomas,Lancelot,Spurr,,,Male,1897-03-17,"Deloraine, TAS",1965-05-30
84B,,H0965,Stuart St Clair,Stuart,Roy,Stuart,St Clair,,,Male,1949-11-21,"Sydney, NSW"
KUR,,H0575,Edward St John,Edward,Henry,Edward,St John,,QC,Male,1916-08-15,"Boggabri, NSW",1994-10-24
K78,S0058,,Anthony St Ledger,Anthony,James Joseph,Anthony,St Ledger,,,Male,1859-02-18,"Barnsley, England",1929-04-17
KUW,,H0301,Fred Stacey,Fred,Hurtle,Fred,Stacey,,,Male,1879-08-06,"Carey Gully, SA",1964-09-17
GY5,,H0613,Anthony Staley,Anthony,Allan,Anthony,Staley,The Hon.,,Male,1939-05-15,"Horsham, VIC"
KJ4,,H0764,Peter Staples,Peter,Richard,Peter,Staples,The Hon.,,Male,1947-10-15,"Melbourne, VIC"
PI5,,H0765,Alan Steedman,Alan,Peter,Alan,Steedman,,,Male,1943-12-07,"Melbourne, VIC"
00AOS,S0492,,Ursula Stephens,Ursula,Mary,Ursula,Stephens,The Hon.,,Female,1954-07-07,"Wicklow, Ireland"
E68,S0510,,Glenn Sterle,Glenn,,Glenn,Sterle,,,Male,1960-01-03,"Melbourne, VIC"
KUX,,H0465,Francis Stewart,Francis,Eugene,Francis,Stewart,The Hon.,,Male,1923-02-20,"Belmore, NSW",1979-04-16
KV7,,H0302,Frederick Stewart,Frederick,Harold,Frederick,Stewart,the Hon. (later Sir),,Male,1884-08-14,"Newcastle, NSW",1961-06-30
K7D,S0032,,James Stewart,James,Charles,James,Stewart,the Hon. ,,Male,1850-09-07,"Grantown-on-Spey, Scotland",1931-12-19
KV8,,H0207,Percy Stewart,Percy,Gerald,Percy,Stewart,The Hon.,,Male,1885-10-18,"Melbourne, VIC",1931-10-14
KVG,,H0488,Philip Stokes,Philip,William Clifford,Philip,Stokes,,OBE,Male,1906-10-25,"Melbourne, VIC",1983-10-18
LJ4,S0409,,John Stone,John,Owen,John,Stone,,,Male,1929-01-31,"Perth, WA"
EM6,,H0930,Sharman Stone,Sharman,Nancy,Sharman,Stone,the Hon. Dr,,Female,1951-04-23,"Pyramid Hill, VIC"
KVJ,,H0091,David Storrer,David,,David,Storrer,,,Male,1854-11-24,"Freshwater Point, TAS",1935-11-13
K7L,S0047,H0182,William Story,William,Harrison,William,Story,,,Male,1857-05-31,"Adelaide, SA",1924-07-13
3I6,S0451,,Natasha Stott Despoja,Natasha,Jessica,Natasha,Stott Despoja,,,Female,1969-09-09,"Adelaide, SA"
KVM,,H0576,Anthony Street,Anthony,Austin,Anthony,Street,The Hon.,,Male,1926-02-08,"Melbourne, VIC"
KVN,,H0318,Geoffrey Street,Geoffrey,Austin,Geoffrey,Street,,MC,Male,1894-01-21,"Sydney, NSW",1940-08-13
KVO,,H0163,Jacob Stumm,Jacob,,Jacob,Stumm,,,Male,1853-08-26,"Frankfurt am Main, Germany",1921-01-23
K7R,S0033,,James Styles,James,,James,Styles,,,Male,1841-07-03,"Croyden, England",1913-02-04
241586,,H1124,Ann Sudmalis,Ann,Elizabeth,Ann,Sudmalis,,,Female,1955-09-16,"Milton, NSW"
242515,,H1125,Michael Sukkar,Michael,Sven,Michael,Sukkar,,,Male,1981-09-11,"Melbourne, VIC"
KVQ,,H0656,John Sullivan,John,William,John,Sullivan,,,Male,1929-02-07,"Epping, NSW"
HVS,,H1054,Jon Sullivan,Jonathan,Harold,Jon,Sullivan,,,Male,1950-11-10,"Bulli, NSW"
3E4,S0317,H0794,Kathy Sullivan,Kathryn,Jean Martin,Kathy,Sullivan,the Hon.,,Female,1942-03-08,"Brisbane, QLD"
2V5,,H0872,Wayne Swan,Wayne,Maxwell,Wayne,Swan,the Hon.,,Male,1954-06-30,"Nambour, QLD"
KVR,,H0442,Reginald Swartz,Reginald,William Colin,Reginald,Swartz,the Hon. (later Sir),MBE,Male,1911-04-14,"Brisbane, QLD",2006-02-02
K7V,S0034,,Josiah Symon,Sir,Josiah Henry,Josiah,Symon,the Hon. Sir,"KCMG, KC",Male,1846-09-27,"Wick, Scotland",1934-03-29
HW8,,H1055,Mike Symon,Michael,Stuart,Mike,Symon,,,Male,1965-02-21,"Box Hill, VIC"
FQ6,S0468,,Karen Synon,Karen,Margaret,Karen,Synon,,,Female,1959-09-15,"Moe, VIC"
6E4,S0410,H0728,Grant Tambling,Grant,Ernest John,Grant,Tambling,the Hon.,,Male,1943-06-20,"Wondai, QLD"
K7Y,S0180,,Dorothy Tangney,Dorothy,Margaret,Dorothy,Tangney,(later Dame),DBE,Female,1907-03-13,"North Perth, WA",1985-06-03
YU5,,H0873,Lindsay Tanner,Lindsay,James,Lindsay,Tanner,The Hon.,,Male,1956-04-24,"Orbost, VIC"
K89,S0219,,John Tate,John,Percival,John,Tate,,,Male,1894-03-21,"Wellington, New Zealand",1977-01-21
NJ4,S0350,,Michael Tate,Michael,Carter,Michael,Tate,the Hon.,AO,Male,1945-07-06,"Sydney, NSW"
231027,,H1126,Angus Taylor,Angus,James,Angus,Taylor,,,Male,1966-09-30,"Cooma, NSW"
OJ4,,H0813,Bill Taylor,William,Leonard,Bill,Taylor,,,Male,1938-09-14,"Toowoomba, QLD"
86Y,S0479,,Tsebin Tchen,Tsebin,,Tsebin,Tchen,,,Male,1941-03-10,"Chungking, China"
PJ4,S0351,,Baden Teague,Baden,Chapman,Baden,Teague,,,Male,1944-09-18,"Adelaide, SA"
210911,,H1089,Dan Tehan,Daniel,Thomas,Dan,Tehan,,,Male,1968-01-27,"Melbourne, VIC"
K8D,S0337,,Tom Tehan,Thomas,Joseph,Tom,Tehan,,,Male,1916-01-18,"Kyabram, VIC",1996-06-01
KVS,,H0246,Ted Theodore,Edward,Granville,Ted,Theodore,The Hon.,,Male,1884-12-29,"Adelaide, SA",1950-02-09
QJ4,,H0729,Andrew Theophanous,Andrew,Charles,Andrew,Theophanous,the Hon. Dr,,Male,1946-03-24,"Paphos, Cyprus"
182468,S0543,H1127,Matt Thistlethwaite,Matthew,James,Matt,Thistlethwaite,the Hon.,,Male,1972-09-06,"Sydney, NSW"
K8H,S0338,,Andrew Thomas,Andrew,Murray,Andrew,Thomas,,,Male,1936-03-14,"Blyth, SA",2011-05-14
K8L,S0090,H0050,Josiah Thomas,Josiah,,Josiah,Thomas,The Hon.,,Male,1863-04-28,"Camborne, England",1933-02-05
KVT,,H0384,Albert Thompson,Albert,Victor,Albert,Thompson,,,Male,1886-11-14,"Rosewater, SA",1966-01-13
84C,,H0969,Cameron Thompson,Cameron,Paul,Cameron,Thompson,,,Male,1960-10-01,"Rockhampton, QLD"
KVU,,H0235,Victor Thompson,Victor,Charles,Victor,Thompson,,,Male,1885-09-10,"Sydney, NSW",1968-05-11
K8P,S0107,,William Thompson,William,George,William,Thompson,,VD,Male,1863-03-02,"Lurgan, Ireland",1953-03-07
FB6,,H0885,Andrew Thomson,Andrew,Peter,Andrew,Thomson,the Hon.,,Male,1961-01-07,"Melbourne, VIC"
HVZ,,H1056,Craig Thomson,Craig,Robert,Craig,Thomson,,,Male,1964-07-31,"Wellingon, New Zealand"
KVW,,H0092,David Thomson,David,Alexander,David,Thomson,,,Male,1856-02-26,?,1926-10-30
KVY,,H0691,David Thomson,David,Scott,David,Thomson,The Hon.,MC,Male,1924-11-21,"Sale, VIC",2013-10-13
KW6,,H0051,Dugald Thomson,Dugald,,Dugald,Thomson,the Hon. ,,Male,1848-12-28,"London, England",1922-11-27
KW8,,H0116,John Thomson,John,,John,Thomson,,,Male,1862,"Taree, NSW",1934-07-14
UK6,,H0931,Kelvin Thomson,Kelvin,John,Kelvin,Thomson,the Hon.,,Male,1955-05-01,"Coburg, VIC"
KWA,,H0637,Ray Thorburn,Ray,William,Ray,Thorburn,,,Male,1930-11-15,"Sutherland, NSW",1986-01-30
KWC,,H0303,Harold Thorby,Harold,Victor Campbell,Harold,Thorby,The Hon.,,Male,1888-10-02,"Annandale, NSW",1973-01-01
183342,S0550,,Lin Thorp,Lin,Estelle,Lin,Thorp,The Hon.,,Female,1953-11-04,"Hobart, TAS"
00ANF,,H0993,Ken Ticehurst,Kenneth,Vincent,Ken,Ticehurst,,,Male,1945-01-22,"Forbes, NSW"
RJ4,,H0770,Robert Tickner,Robert,Edward,Robert,Tickner,the Hon.,,Male,1951-12-24,"Sydney, NSW"
O15,S0430,,John Tierney,John,William,John,Tierney,Dr,,Male,1946-01-21,"Cooma, NSW"
249499,S0555,,Mehmet Tillem,Mehmet,,Mehmet,Tillem,,,Male,1974-09-10,"Tavas, Turkey"
KWE,,H0443,Frank Timson,Thomas,Frank,Frank,Timson,,MBE,Male,1909-02-09,"Melbourne, VIC",1960-10-16
