NameID,DocDate,MPtype,Name
7G4,4/07/2008,Former,"DUNCAN, the Hon. Peter"
3K4,24/04/1997,Former,"DUNN, Patricia Irene (Irina)"
00AKI,5/06/2015,Member,"DUTTON, the Hon. Peter Craig"
RU5,24/04/1997,Former,"EASSON, Mary Louise"
9G4,1/01/2012,Former,"EDWARDS, Dr Harold (Harry) Raymond"
AG4,24/04/1997,Former,"EDWARDS, Ronald Frederick"
225307,4/03/2015,Senator,"EDWARDS, Sean Christopher"
JUI,24/04/1997,Former,"DEVLIN, Arthur Ray"
4L6,30/06/2014,Former,"EGGLESTON, Alan"
DZW,5/06/2015,Member,"ELLIOT, the Hon. Maria Justine"
6T4,27/03/2001,Former,"ELLIOTT, the Hon. Robert Paul"
5K6,19/07/2010,Former,"ELLIS, Annette Louise"
DZU,5/06/2015,Member,"ELLIS, the Hon. Katherine (Kate) Margaret"
9X5,3/02/2009,Former,"ELLISON, the Hon. Christopher Martin"
6K6,26/11/2007,Former,"ELSON, Kay Selma"
83V,6/09/2013,Former,"EMERSON, the Hon. Dr Craig Anthony"
7K6,5/06/2015,Member,"ENTSCH, the Hon. Warren George"
N36,10/02/2006,Former,"EVANS, Martyn John"
3V5,13/11/1998,Former,"EVANS, Richard David Conroy"
AX5,12/04/2013,Former,"EVANS, the Hon. Christopher Vaughan"
VD4,4/07/2008,Former,"EVANS, the Hon. Gareth John, QC"
7R5,19/05/2006,Former,"EVERINGHAM, the Hon. Paul Anthony Edward"
HQ5,21/07/2004,Former,"FAHEY, the Hon. John Joseph"
00AMO,19/07/2010,Former,"FARMER, the Hon. Patrick Francis"
I0N,30/06/2014,Former,"FARRELL, the Hon. Donald Edward"
WD4,5/11/2014,Former,"FATIN, the Hon. Wendy Frances"
5K4,27/03/2015,Former,"FAULKNER, the Hon. John Philip"
DYU,5/06/2015,Senator,"FAWCETT, David Julian"
I0O,5/06/2015,Member,"FEENEY, the Hon. David Ian"
DYH,12/12/2007,Former,"FERGUSON, Michael Darrel"
EP5,30/06/2011,Former,"FERGUSON, the Hon. Alan Baird"
8T4,5/06/2015,Member,"FERGUSON, the Hon. Laurie Donald Thomas"
LS4,6/09/2013,Former,"FERGUSON, the Hon. Martin John, AM"
5L6,17/07/2008,Former,"FERRIS, Jeannie Margaret"
E4R,30/06/2011,Former,"FIELDING, Steve"
E4T,5/06/2015,Senator,"FIERRAVANTI-WELLS, the Hon. Concetta (Connie) Anna"
CG4,24/04/1997,Former,"FIFE, the Hon. Wallace Clyde"
D2I,5/01/2015,Senator,"FIFIELD, the Hon. Mitchell (Mitch) Peter"
QT4,13/11/1998,Former,"FILING, Paul Anthony"
DG4,17/06/2004,Former,"FISCHER, the Hon. Timothy Andrew"
HBE,7/07/2011,Former,"FISHER, Mary Jo"
EG4,24/04/1997,Former,"FISHER, Peter Stanley"
FG4,23/02/2015,Former,"FITZGIBBON, Eric John"
8K6,5/06/2015,Member,"FITZGIBBON, the Hon. Joel Andrew"
L6B,23/06/2014,Member,"FLETCHER, the Hon. Paul William"
RT4,24/04/1997,Former,"FORD, Frank Allen"
GG4,5/06/1998,Former,"FOREMAN, Dominic John"
NV5,6/09/2013,Former,"FORREST, John Alexander"
656,30/06/2011,Former,"FORSHAW, Michael George"
HG4,24/04/1997,Former,"FREE, the Hon. Ross Vincent"
FKL,5/01/2015,Member,"FRYDENBERG, the Hon. Josh"
I0P,30/06/2014,Former,"FURNER, Mark Lionel"
204953,31/03/2015,Senator,"GALLACHER, Alexander (Alex) McEachian"
ING,29/06/2015,Senator,"GALLAGHER, Katherine (Katy) Ruth"
CU4,11/01/2007,Former,"GALLUS, Christine Ann"
9K6,5/06/2015,Member,"GAMBARO, the Hon. Teresa"
HV4,6/09/2013,Former,"GARRETT, the Hon. Peter Robert, AM"
AK6,6/09/2013,Former,"GASH, Joanna"
PG4,24/04/1997,Former,"GAYLER, John"
QG4,24/04/1997,Former,"GEAR, the Hon. George"
DZY,27/09/2013,Former,"GEORGANAS, Steven (Steve)"
JH5,19/07/2010,Former,"GEORGE, Jennie"
7V4,24/04/1997,Former,"GEORGES, George"
HM5,19/07/2010,Former,"GEORGIOU, Petro"
83W,22/06/2004,Former,"GERICK, Jane Frances"
83X,6/09/2013,Former,"GIBBONS, Stephen (Steve) William"
6L6,28/08/2008,Former,"GIBBS, Brenda"
ST4,24/04/1997,Former,"GIBSON, Garrie David"
BX5,8/06/2004,Former,"GIBSON, the Hon. Brian Francis, AM"
RG4,24/04/1997,Former,"GIETZELT, the Hon. Arthur Thomas, AO"
243609,23/04/2014,Member,"GILES, Andrew"
XG4,24/04/1997,Former,"GILES, Patricia Jessie"
83L,7/07/2015,Former,"GILLARD, the Hon. Julia Eileen"
72184,4/11/2014,Member,"GILLESPIE, Dr David Arthur"
74046,28/01/2014,Member,"GOODENOUGH, Ian Reginald"
XD4,24/04/1997,Former,"GOODLUCK, Bruce John"
YG4,24/04/1997,Former,"GORMAN, Russell Neville Joseph"
ZG4,29/06/2007,Former,"GRACE, Edward Laurence"
ML6,13/11/1998,Former,"GRACE, Elizabeth Jane"
8W5,16/04/2015,Member,"GRAY, the Hon. Gary, AO"
86X,11/08/2005,Former,"GREIG, Brian Andrew"
00AMP,6/09/2013,Former,"GRIERSON, Sharon Joy"
VU5,24/06/2015,Member,"GRIFFIN, the Hon. Alan Peter"
0H4,21/09/2007,Former,"GRIFFITHS, the Hon. Alan Gordon"
220370,11/02/2015,Member,"GRIGGS, Natasha Louise"
9V4,24/04/1997,Former,"GRIMES, the Hon. Donald James, AO"
C7D,24/03/2009,Former,"GUILFOYLE, the Hon. Dame Margaret Georgina Constance, OBE"
84T,6/09/2013,Former,"HAASE, Barry Wayne"
1H4,28/04/2008,Former,"HAINES, Janine"
HWD,6/09/2010,Former,"HALE, Damian Francis"
83N,5/06/2015,Member,"HALL, Jill Griffiths"
3H4,31/10/2005,Former,"HALVERSON, the Hon. Robert George, OBE"
5H4,21/09/2007,Former,"HAND, the Hon. Gerard Leslie"
BK6,13/11/1998,Former,"HANSON, Pauline Lee"
I0U,5/06/2015,Senator,"HANSON-YOUNG, Sarah Coral"
CK6,13/12/2007,Former,"HARDGRAVE, the Hon. Gary Douglas"
6H4,29/01/2015,Former,"HARRADINE, Brian"
8HC,30/06/2005,Former,"HARRIS, Leonard (Len) William"
00AMM,5/06/2015,Member,"HARTSUYKER, the Hon. Luke"
LN6,20/02/2008,Former,"HATTON, Michael John"
TU5,24/04/1997,Former,"HAVILAND, Christopher Douglas"
HWO,25/02/2015,Member,"HAWKE, Alexander (Alex) George"
YD4,24/04/1997,Former,"HAWKE, the Hon. Robert James Lee, AC"
8H4,19/07/2010,Former,"HAWKER, the Hon. David Peter Maxwell"
RK4,24/04/1997,Former,"HAYDEN, the Hon. William George, AC"
ECV,5/06/2015,Member,"HAYES, Christopher (Chris) Patrick"
KOM,24/04/1997,Former,"HEARN, Jean Margaret"
C16,5/06/2015,Senator,"HEFFERNAN, the Hon. William (Bill) Daniel"
ZN4,16/02/2015,Member,"HENDERSON, Sarah Moya"
00BCM,26/06/2014,Member,"HENDY, Dr Peter William"
E0L,28/08/2008,Former,"HENRY, Stuart Irwin"
ZU5,5/11/2014,Former,"HENZELL, Marjorie Madeline"
VW4,11/08/2005,Former,"HERRON, the Hon. John Joseph"
9H4,31/08/2009,Former,"HEWSON, Dr John Robert"
AH4,13/11/1998,Former,"HICKS, Noel Jeffrey"
BH4,12/10/2007,Former,"HILL, the Hon. Robert Murray"
83Y,26/11/2007,Former,"HOARE, Kelly Joy"
DK6,5/06/2015,Member,"HOCKEY, the Hon. Joseph (Joe) Benedict"
00ATA,24/04/1997,Former,"HODGES, the Hon. John Charles"
BV4,24/04/1997,Former,"HODGMAN, the Hon. (William) Michael, QC"
218019,5/02/2014,Member,"HOGAN, Kevin"
7L6,30/06/2014,Former,"HOGG, the Hon. John Joseph"
CH4,13/11/1998,Former,"HOLDING, the Hon. Allan Clyde"
DH4,22/06/2004,Former,"HOLLIS, Colin"
UU5,22/06/2004,Former,"HORNE, Robert (Bob) Hodges"
ZD4,10/04/2008,Former,"HOWARD, the Hon. John Winston"
247742,7/03/2014,Member,"HOWARTH, Luke Ronald"
EH4,24/04/1997,Former,"HOWE, the Hon. Brian Leslie"
83O,30/06/2010,Former,"HULL, Kay Elizabeth"
TT4,24/04/1997,Former,"HULLS, Rob Justin"
FH4,24/04/1997,Former,"HUMPHREYS, the Hon. Benjamin Charles"
KO6,6/09/2013,Former,"HUMPHRIES, Gary John Joseph"
00AMV,15/06/2015,Member,"HUNT, the Hon. Gregory Andrew"
GH4,24/04/1997,Former,"HUNT, the Hon. Ralph James Dunnet"
AV4,24/04/1997,Former,"HURFORD, the Hon. Christopher John, AO"
E4U,30/06/2011,Former,"HURLEY, Annette Kay"
91219,8/10/2014,Member,"HUSIC, the Hon. Edham (Ed) Nurredin"
84P,30/06/2011,Former,"HUTCHINS, Stephen (Steve) Patrick"
212585,11/02/2015,Member,"HUTCHINSON, Eric Russell"
HYM,5/06/2015,Member,"IRONS, Stephen (Steve) James"
83Z,19/07/2010,Former,"IRWIN, Julia Claire"
00AN2,13/09/2010,Former,"JACKSON, Sharryn Maree"
CV4,24/04/1997,Former,"JACOBI, Ralph, AM"
0E4,27/05/2008,Former,"JAKOBSEN, Carolyn Anne"
EK6,9/06/1999,Former,"JEANES, Susan Barbara"
HH4,6/09/2013,Former,"JENKINS, Henry (Harry) Alfred"
IH4,24/04/1997,Former,"JENKINS, Jean Alice"
DRW,24/04/1997,Former,"JENKINS, the Hon. Dr Henry Alfred, AM"
DYN,5/06/2015,Member,"JENSEN, Dr Dennis Geoffrey"
JH4,24/04/1997,Former,"JOHNS, the Hon. Gary Thomas"
00AMX,13/09/2010,Former,"JOHNSON, Michael Andrew"
NL6,13/11/1998,Former,"JOHNSTON, Ricky"
00AON,23/06/2015,Senator,"JOHNSTON, the Hon. David Albert Lloyd"
96430,25/02/2015,Member,"JONES, Ewen Thomas"
LH4,24/04/1997,Former,"JONES, Gerry Norman"
A9B,28/03/2014,Member,"JONES, Stephen Patrick"
KH4,14/06/2000,Former,"JONES, the Hon. Barry Owen, AO"
E5D,5/06/2015,Member,"JOYCE, the Hon. Barnaby Thomas Gerard"
MH4,24/01/2008,Former,"JULL, the Hon. David Francis"
HX4,5/06/2015,Member,"KATTER, the Hon. Robert (Bob) Carl"
1V5,24/04/1997,Former,"KATTER, the Hon. Robert Cummin"
NH4,24/04/1997,Former,"KEATING, the Hon. Paul John"
E0J,28/05/2015,Member,"KEENAN, the Hon. Michael Fayat"
99931,12/03/2015,Member,"KELLY, Craig"
FK6,7/12/2007,Former,"KELLY, the Hon. De-Anne Margaret"
HRI,25/09/2013,Former,"KELLY, the Hon. Dr Michael (Mike) Joseph, AM"
GK6,21/10/2008,Former,"KELLY, the Hon. Jacqueline (Jackie) Marie"
OH4,24/04/1997,Former,"KELLY, the Hon. Roslyn Joan"
83R,4/12/2007,Former,"EDWARDS, the Hon. Graham John"
BT4,10/01/2007,Former,"KEMP, the Hon. David Alistair"
PH4,5/11/2014,Former,"KENT, Lewis"
QH4,24/04/1997,Former,"KERIN, the Hon. John Charles"
XW4,22/06/2004,Former,"KERNOT, Cheryl"
RH4,19/07/2010,Former,"KERR, the Hon. Duncan James Colquhoun, SC"
244247,7/10/2014,Senator,"KETTER, Christopher (Chris) Ronald"
00AMQ,6/01/2005,Former,"KING, Peter Edward"
00AMR,5/06/2015,Member,"KING, the Hon. Catherine Fiona"
00AOO,22/08/2008,Former,"KIRK, Linda Jean"
SH4,24/04/1997,Former,"KLUGMAN, Dr Richard Emanuel"
GV5,24/04/1997,Former,"KNOTT, Peter John"
TH4,4/09/2006,Former,"KNOWLES, Susan Christine"
G1N,30/06/2014,Former,"KROGER, Helen Evelyn"
KQD,24/04/1997,Former,"LAJOVIC, Milivoj Emil"
JG4,24/04/1997,Former,"LAMB, Antony Hamilton"
250026,27/03/2015,Senator,"LAMBIE, Jacquiline (Jacqui) Louise"
E0H,5/06/2015,Member,"LAMING, Andrew Charles"
249764,16/02/2015,Member,"LANDRY, Michelle Leanne"
KG4,24/04/1997,Former,"LANGMORE, John Vance"
K26,19/09/2005,Former,"LATHAM, Mark William"
247130,30/01/2014,Member,"LAUNDY, Craig Arthur Samuel"
LG4,24/04/1997,Former,"LAVARCH, the Hon. Michael Hugh"
834,22/06/2004,Former,"LAWLER, Anthony (Tony) John"
XS4,26/11/2007,Former,"LAWRENCE, the Hon. Dr Carmen Mary"
108616,29/06/2015,Senator,"LAZARUS, Glenn Patrick"
MG4,22/06/2004,Former,"LEE, the Hon. Michael John"
8U4,4/07/2008,Former,"LEES, Meg Heather"
BU8,23/06/2014,Member,"LEIGH, the Hon. Dr Andrew Keith"
NG4,24/04/1997,Former,"LEWIS, Austin William Russell"
00AMN,5/06/2015,Member,"LEY, the Hon. Sussan Penelope"
111206,8/12/2014,Senator,"LEYONHJELM, David Ean"
XU5,22/06/2004,Former,"LIEBERMAN, the Hon. Louis (Lou) Stuart"
WP6,22/08/2008,Former,"LIGHTFOOT, Philip Ross, KSJ, JP"
WW4,22/08/2008,Former,"KEMP, the Hon. Charles Roderick (Rod)"
OG4,24/04/1997,Former,"LINDSAY, the Hon. Eamon John, RFD"
HK6,19/07/2010,Former,"LINDSAY, the Hon. Peter John"
112096,4/03/2015,Senator,"LINES, Susan (Sue)"
83A,6/09/2013,Former,"LIVERMORE, Kirsten Fiona"
IK6,12/12/2007,Former,"LLOYD, the Hon. James (Jim) Eric"
BS4,24/04/1997,Former,"LOOSLEY, Stephen"
I07,5/06/2015,Senator,"LUDLAM, Scott"
84N,5/06/2015,Senator,"LUDWIG, the Hon. Joseph William"
7G6,27/03/2015,Former,"LUNDY, the Hon. Kate Alexandra"
M38,19/09/2013,Former,"LYONS, Geoffrey (Geoff) Raymond"
YW4,29/06/2015,Senator,"MACDONALD, the Hon. Ian Douglas"
CX5,26/09/2008,Former,"MACDONALD, the Hon. John Alexander Lindsay (Sandy)"
WN6,5/06/2015,Member,"MACFARLANE, the Hon. Ian Elgin"
YH4,7/06/2000,Former,"MacGIBBON, David John"
AT4,24/04/1997,Former,"MACK, Edward Carrington"
9L6,28/08/2008,Former,"MACKAY, Susan (Sue) Mary"
0I4,7/11/2014,Former,"MacKELLAR, the Hon. Michael John Randal"
PG6,5/06/2015,Member,"MACKLIN, the Hon. Jennifer (Jenny) Louise"
L6P,7/03/2014,Member,"MacTIERNAN, the Hon. Alannah Joan Geraldine"
217571,4/03/2015,Senator,"MADIGAN, John Joseph"
GP4,24/04/1997,Former,"MAHER, Michael John"
LK6,27/08/2001,Former,"MAREK, Paul"
DX5,27/08/2008,Former,"MARGETTS, Diane (Dee) Elizabeth"
HWP,5/06/2015,Member,"MARINO, Nola Bethwyn"
E07,5/06/2015,Member,"MARKUS, Louise Elizabeth"
HWQ,5/06/2015,Member,"MARLES, the Hon. Richard Donald"
00AOP,5/06/2015,Senator,"MARSHALL, Gavin Mark"
8I4,18/09/2007,Former,"MARTIN, the Hon. Dr Stephen Paul"
L8O,24/04/1997,Former,"MASON, Colin Victor James"
84M,1/05/2015,Former,"MASON, the Hon. Brett John"
M2V,25/02/2015,Member,"MATHESON, Russell Glenn"
83B,19/07/2010,Former,"MAY, Margaret Ann"
KOH,24/04/1997,Former,"MAYER, Helen"
121628,23/06/2015,Senator,"McALLISTER, Jennifer (Jenny) Ryll"
VH4,17/04/2008,Former,"McARTHUR, Fergus Stewart"
KTA,24/04/1997,Former,"McCLELLAND, the Hon. Douglas, AC"
JK6,6/09/2013,Former,"McCLELLAND, the Hon. Robert Bruce"
219646,12/12/2013,Member,"McCORMACK, the Hon. Michael Francis"
KK6,17/03/1999,Former,"McDOUGALL, Graeme Robert"
E5E,5/06/2015,Senator,"McEWEN, Anne"
83C,7/07/2005,Former,"McFARLANE, Jann Sonya"
WH4,30/06/2011,Former,"McGAURAN, Julian John James"
XH4,17/04/2008,Former,"McGAURAN, the Hon. Peter John"
123674,26/05/2015,Member,"McGOWAN, Catherine (Cathy), AO"
217241,29/06/2015,Senator,"McGRATH, James"
ZH4,24/04/1997,Former,"McHUGH, the Hon. Jeannette"
KTJ,24/04/1997,Former,"McINTOSH, Gordon Douglas"
207825,5/06/2015,Senator,"McKENZIE, Bridget"
BP4,13/09/2010,Former,"McKEW, the Hon. Margaret Maxine"
1I4,28/08/2008,Former,"McKIERNAN, Jim"
HT4,23/04/1999,Former,"McLACHLAN, the Hon. Ian Murray, AO"
4I4,1/01/2005,Former,"McLEAY, the Hon. Leo Boyce"
84L,5/06/2015,Senator,"McLUCAS, the Hon. Jan Elizabeth"
5I4,19/07/2010,Former,"McMULLAN, the Hon. Robert Francis"
241589,27/02/2014,Member,"McNAMARA, Karen Jane"
JUS,24/04/1997,Former,"McVEIGH, the Hon. Daniel Thomas"
4T4,27/09/2013,Former,"MELHAM, Daryl"
AI4,24/04/1997,Former,"MILDREN, John Barry"
BI4,13/11/1998,Former,"MILES, the Hon. Christopher Gordon"
CI4,24/04/1997,Former,"MILLAR, Percival Clarence, AM"
KA5,5/06/2015,Senator,"MILNE, Christine Anne"
DI4,24/04/1997,Former,"MILTON, Peter"
JX4,30/06/2011,Former,"MINCHIN, the Hon. Nicholas (Nick) Hugh"
00AMU,23/09/2013,Former,"MIRABELLA, Sophie"
KUU,7/11/2014,Former,"MISSEN, Alan Joseph"
M3E,5/06/2015,Member,"MITCHELL, Rob"
00AOQ,5/06/2015,Senator,"MOORE, Claire Mary"
EI4,13/06/2002,Former,"MOORE, the Hon. John Colinton"
FI4,6/06/2002,Former,"MORRIS, Allan Agapitos"
GI4,24/04/1997,Former,"MORRIS, John Joseph"
HI4,12/02/1999,Former,"MORRIS, the Hon. Peter Frederick"
E3L,5/06/2015,Member,"MORRISON, the Hon. Scott John"
MK6,9/12/2004,Former,"MOSSFIELD, Frank William, AM"
4V5,6/09/2013,Former,"MOYLAN, the Hon. Judith (Judi) Eleanor"
250024,16/07/2014,Senator,"MUIR, Ricky Lee"
FX5,20/07/2006,Former,"MURPHY, Shayne Michael"
83D,27/09/2013,Former,"MURPHY, the Hon. John Paul"
3M6,10/08/2009,Former,"MURRAY, Andrew James Marshall"
NK6,13/11/1998,Former,"MUTCH, Stephen Bruce"
OK6,13/12/2007,Former,"NAIRN, the Hon. Gary Roy"
E5G,5/01/2015,Senator,"NASH, the Hon. Fiona Joy"
B36,19/07/2010,Former,"NEAL, Belinda Jane"
AE4,14/04/2003,Former,"NEHL, Garry Barr"
RW5,19/10/2009,Former,"NELSON, the Hon. Dr Brendan John"
00AOR,22/08/2008,Former,"NETTLE, Kerry Michelle"
HVO,5/06/2015,Member,"NEUMANN, the Hon. Shayne Kenneth"
KV5,6/09/2013,Former,"NEVILLE, Paul Christopher"
9U4,10/02/2006,Former,"NEWELL, Neville Joseph"
BE4,8/06/2004,Former,"NEWMAN, the Hon. Jocelyn Margaret"
137174,24/06/2015,Member,"NIKOLIC, Andrew Alexander, AM, CSC"
UT4,13/06/2002,Former,"NUGENT, Peter Edward"
IYS,6/09/2013,Former,"OAKESHOTT, Robert (Rob) James Murray"
8O6,30/06/2011,Former,"O'BRIEN, Kerry Williams Kelso"
84S,11/03/2008,Former,"O'BYRNE, Michelle Anne"
EU4,7/06/2000,Former,"O'CHEE, William George"
WU5,12/12/2007,Former,"O'CONNOR, Gavan Michael"
00AN3,5/06/2015,Member,"O'CONNOR, the Hon. Brendan Patrick"
